KE_TITLE,KE_CHUNK,MESH_TITLE,SCORE
"Activation, Glutamate-gated chloride channels",Activation,Enzyme Activation,0.6919927597045898
Activation of calpain signalling,calpain signalling,Calpain,0.9438614845275879
Activation of calpain signalling,calpain signalling,Calbindins,0.6589854955673218
Activation of calpain signalling,calpain signalling,Calcineurin,0.630531907081604
Inhibition GABAA receptor,Inhibition GABAA receptor,GABA-A Receptor Antagonists,0.8421883583068848
Inhibition GABAA receptor,Inhibition GABAA receptor,GABA Antagonists,0.829276442527771
Inhibition GABAA receptor,Inhibition GABAA receptor,GABA-B Receptor Antagonists,0.7916947603225708
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, Alcohol dehydrogenase",Alcohol dehydrogenase,Alcohol Dehydrogenase,0.9999998807907104
"Increase, Alcohol dehydrogenase",Alcohol dehydrogenase,Sugar Alcohol Dehydrogenases,0.7845444679260254
"Increase, Alcohol dehydrogenase",Alcohol dehydrogenase,Aldehyde Dehydrogenase,0.7775608897209167
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, Vitellogenin mRNA",Vitellogenin mRNA,Vitellogenins,0.6875218152999878
"Increase, Vitellogenin mRNA",Vitellogenin mRNA,Vitellogenesis,0.6323017477989197
"Increase, Vitellogenin mRNA",Vitellogenin mRNA,mRNA Vaccines,0.6130557060241699
"Delay, Ovarian maturation",Delay,Treatment Delay,0.7305429577827454
"Delay, Ovarian maturation",Delay,Delay Discounting,0.6244192719459534
"Delay, Ovarian maturation",Delay,Delayed Diagnosis,0.6099045276641846
"Delay, Ovarian maturation",Ovarian maturation,"Pregnancy, Ovarian",0.7249206304550171
"Delay, Ovarian maturation",Ovarian maturation,Ovarian Follicle,0.7207872867584229
"Delay, Ovarian maturation",Ovarian maturation,Ovulation,0.7182904481887817
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, Body volume of female adults",Body volume,Body Size,0.7413594722747803
"Increase, Body volume of female adults",Body volume,Body Weight,0.7329042553901672
"Increase, Body volume of female adults",Body volume,Blood Volume,0.7056879997253418
"Increase, Body volume of female adults",female,"Genitalia, Female",0.5294808745384216
"Increase, Body volume of female adults",female,Female Athlete Triad Syndrome,0.4616353511810303
"Increase, Body volume of female adults",female,Women,0.45741093158721924
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, sex ratio (F/M)",sex ratio,Sex Ratio,1.0000001192092896
"Increase, sex ratio (F/M)",sex ratio,Sex Distribution,0.8561906814575195
"Increase, sex ratio (F/M)",sex ratio,Sex Characteristics,0.8281106352806091
"Increase, sex ratio (F/M)",F/M,F Factor,0.6868876814842224
"Increase, sex ratio (F/M)",F/M,FMRFamide,0.5953815579414368
"Increase, sex ratio (F/M)",F/M,FERM Domains,0.5701867938041687
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, developmental abnormalities",developmental,Developmental Biology,0.7330943942070007
"Increase, developmental abnormalities",developmental,Human Development,0.6802915930747986
"Increase, developmental abnormalities",developmental,"Genes, Developmental",0.6469971537590027
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, Tyrosine",Tyrosine,Tyrosine,1.0000001192092896
"Decrease, Tyrosine",Tyrosine,Tyrosinemias,0.8382110595703125
"Decrease, Tyrosine",Tyrosine,Tyrosine Transaminase,0.7836934328079224
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, dopa decarboxylase",dopa decarboxylase,Dopa Decarboxylase,1.0
"Decrease, dopa decarboxylase",dopa decarboxylase,Histidine Decarboxylase,0.7478326559066772
"Decrease, dopa decarboxylase",dopa decarboxylase,Ornithine Decarboxylase,0.7115325927734375
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, Defects in tanning of new cuticle",Defects,"Heart Defects, Congenital",0.552695095539093
"Increase, Defects in tanning of new cuticle",Defects,Disease,0.5296490788459778
"Increase, Defects in tanning of new cuticle",Defects,Deficiency Diseases,0.5246574878692627
"Increase, Defects in tanning of new cuticle",new cuticle,"Keratins, Hair-Specific",0.5075957775115967
"Increase, Defects in tanning of new cuticle",new cuticle,Skin,0.503535270690918
"Increase, Defects in tanning of new cuticle",new cuticle,Hair Follicle,0.4896501302719116
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase,  impairment of cuticle sclerotization",impairment,Professional Impairment,0.6950514316558838
"Increase,  impairment of cuticle sclerotization",impairment,Cognitive Dysfunction,0.6502634286880493
"Increase,  impairment of cuticle sclerotization",impairment,Intellectual Disability,0.6324361562728882
"Increase,  impairment of cuticle sclerotization",cuticle sclerotization,Scleritis,0.5795671939849854
"Increase,  impairment of cuticle sclerotization",cuticle sclerotization,Cutaneous Elimination,0.5668203830718994
"Increase,  impairment of cuticle sclerotization",cuticle sclerotization,Skin Abnormalities,0.5510069131851196
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase,  pigmentation",pigmentation,Pigmentation,1.0
"Increase,  pigmentation",pigmentation,Skin Pigmentation,0.8833204507827759
"Increase,  pigmentation",pigmentation,Pigmentation Disorders,0.8145068883895874
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase,  delay in oviposition",delay,Treatment Delay,0.7305429577827454
"Increase,  delay in oviposition",delay,Delay Discounting,0.6244192719459534
"Increase,  delay in oviposition",delay,Delayed Diagnosis,0.6099045276641846
"Increase,  delay in oviposition",oviposition,Oviposition,1.0
"Increase,  delay in oviposition",oviposition,Oviparity,0.7979316711425781
"Increase,  delay in oviposition",oviposition,Ovoviviparity,0.7051472663879395
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease,  hatching of egg",hatching,Breeding,0.5289891958236694
"Decrease,  hatching of egg",hatching,Embryo Transfer,0.49282270669937134
"Decrease,  hatching of egg",hatching,Chick Embryo,0.4590655565261841
"Decrease,  hatching of egg",egg,Eggs,0.8808498382568359
"Decrease,  hatching of egg",egg,Egg Proteins,0.8199899792671204
"Decrease,  hatching of egg",egg,Egg White,0.8000859022140503
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, 20-hydroxyecdysone",20-hydroxyecdysone,20-alpha-Hydroxysteroid Dehydrogenase,0.7534648180007935
"Decrease, 20-hydroxyecdysone",20-hydroxyecdysone,20-Hydroxysteroid Dehydrogenases,0.7508774995803833
"Decrease, 20-hydroxyecdysone",20-hydroxyecdysone,20-alpha-Dihydroprogesterone,0.6866229772567749
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, knickkopf gene",gene,Genes,0.7939884662628174
"Decrease, knickkopf gene",gene,Gene Components,0.7410367131233215
"Decrease, knickkopf gene",gene,Gene Frequency,0.6714946031570435
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, Chitin laminar organization",Chitin,Chitin,0.9999999403953552
"Decrease, Chitin laminar organization",Chitin,Chitin Synthase,0.7987719774246216
"Decrease, Chitin laminar organization",Chitin,Chitosan,0.7186367511749268
"Decrease, Chitin laminar organization",organization,Organization and Administration,0.7927373051643372
"Decrease, Chitin laminar organization",organization,Organizational Affiliation,0.6697277426719666
"Decrease, Chitin laminar organization",organization,"Decision Making, Organizational",0.6666731834411621
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, Prevent chitin degradation by chitinases",Prevent chitin degradation,Chitin,0.7562848329544067
"Decrease, Prevent chitin degradation by chitinases",Prevent chitin degradation,Chitin Synthase,0.6500126719474792
"Decrease, Prevent chitin degradation by chitinases",Prevent chitin degradation,Chitinases,0.6324740648269653
"Weak, Procuticle protection",Weak,"Vision, Low",0.5551541447639465
"Weak, Procuticle protection",Weak,Thinness,0.49166369438171387
"Weak, Procuticle protection",Weak,Sadness,0.4536619186401367
"Weak, Procuticle protection",Procuticle protection,Personal Protective Equipment,0.5806347131729126
"Weak, Procuticle protection",Procuticle protection,Proplast,0.5701751708984375
"Weak, Procuticle protection",Procuticle protection,Protective Clothing,0.5518206357955933
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, New cuticle secretion",New cuticle secretion,"Keratins, Hair-Specific",0.5002619624137878
"Decrease, New cuticle secretion",New cuticle secretion,Chitin Synthase,0.4935687184333801
"Decrease, New cuticle secretion",New cuticle secretion,Hair Follicle,0.48699313402175903
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, Cytosolic calcium",Cytosolic calcium,Calcium Release Activated Calcium Channels,0.7446073889732361
"Increase, Cytosolic calcium",Cytosolic calcium,Intracellular Calcium-Sensing Proteins,0.7360042333602905
"Increase, Cytosolic calcium",Cytosolic calcium,Calcium Signaling,0.7180676460266113
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Reactive Inhibition,0.7180466651916504
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Neural Inhibition,0.6898154020309448
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Proactive Inhibition,0.6867852210998535
"Inhibition, Fatty acid oxidation ",Fatty,Fats,0.7023986577987671
"Inhibition, Fatty acid oxidation ",Fatty,Fat Body,0.655696451663971
"Inhibition, Fatty acid oxidation ",Fatty,Fatty Acids,0.6169390678405762
"Inhibition, Fatty acid oxidation ",oxidation,Oxidation-Reduction,0.8183798789978027
"Inhibition, Fatty acid oxidation ",oxidation,Oxidants,0.7099776864051819
"Inhibition, Fatty acid oxidation ",oxidation,Oxidative Coupling,0.7003617286682129
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Decrease, Glycolysis",Glycolysis,Glycolysis,0.9999998807907104
"Decrease, Glycolysis",Glycolysis,Glycogen,0.8766356706619263
"Decrease, Glycolysis",Glycolysis,Glycogenolysis,0.8612116575241089
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Down-Regulation,0.6212114095687866
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Deceleration,0.5292280316352844
"Decrease, E2 blood concentrations at hypothalamus",Decrease,Desegregation,0.4799889326095581
"Decrease, Glucose pool",Glucose pool,Glucose,0.6256134510040283
"Decrease, Glucose pool",Glucose pool,Glucosephosphates,0.5876030921936035
"Decrease, Glucose pool",Glucose pool,Blood Glucose,0.5703757405281067
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, Mitochondrial swelling",Mitochondrial,Mitochondrial Proteins,0.8062705993652344
"Increase, Mitochondrial swelling",Mitochondrial,Mitochondrial Membranes,0.7963758707046509
"Increase, Mitochondrial swelling",Mitochondrial,Mitochondrial Dynamics,0.7907460331916809
increase oxidation of the di-copper moiety of the hemocyanin active site ,increase oxidation,Oxidative Stress,0.6138544678688049
increase oxidation of the di-copper moiety of the hemocyanin active site ,increase oxidation,Oxidants,0.6108114123344421
increase oxidation of the di-copper moiety of the hemocyanin active site ,increase oxidation,Oxidative Coupling,0.5977803468704224
increase oxidation of the di-copper moiety of the hemocyanin active site ,di-copper moiety,Dicyclohexylcarbodiimide,0.5798349380493164
increase oxidation of the di-copper moiety of the hemocyanin active site ,di-copper moiety,CME-Carbodiimide,0.5695527791976929
increase oxidation of the di-copper moiety of the hemocyanin active site ,di-copper moiety,Copper Transport Proteins,0.5649628639221191
increase oxidation of the di-copper moiety of the hemocyanin active site ,hemocyanin active site,Hemocyanins,0.8308441638946533
increase oxidation of the di-copper moiety of the hemocyanin active site ,hemocyanin active site,Heme,0.6941989660263062
increase oxidation of the di-copper moiety of the hemocyanin active site ,hemocyanin active site,Hemerythrin,0.6712766885757446
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.49383389949798584
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.46946007013320923
"Decreased, oxygen binding capacity by hemocyanin",oxygen binding capacity,Oxygen Radical Absorbance Capacity,0.750602126121521
"Decreased, oxygen binding capacity by hemocyanin",oxygen binding capacity,Oxygen Consumption,0.7230921387672424
"Decreased, oxygen binding capacity by hemocyanin",oxygen binding capacity,Oxygen,0.7130715847015381
"Decreased, oxygen binding capacity by hemocyanin",hemocyanin,Hemocyanins,0.949356198310852
"Decreased, oxygen binding capacity by hemocyanin",hemocyanin,Hemoglobin C,0.6877376437187195
"Decreased, oxygen binding capacity by hemocyanin",hemocyanin,Cytoglobin,0.672244668006897
"Cognitive, sensed as hypoxic/low oxygen environment",Cognitive,Cognition,0.8275954723358154
"Cognitive, sensed as hypoxic/low oxygen environment",Cognitive,Cognitive Science,0.7592960596084595
"Cognitive, sensed as hypoxic/low oxygen environment",Cognitive,Cognitive Psychology,0.69384765625
"Cognitive, sensed as hypoxic/low oxygen environment",hypoxic/low oxygen environment,Hypoxia,0.8240655660629272
"Cognitive, sensed as hypoxic/low oxygen environment",hypoxic/low oxygen environment,Hypoxis,0.8181108832359314
"Cognitive, sensed as hypoxic/low oxygen environment",hypoxic/low oxygen environment,Cell Hypoxia,0.803525984287262
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, hemocyanin mRNA",hemocyanin mRNA,Hemoglobin M,0.7013891935348511
"Increase, hemocyanin mRNA",hemocyanin mRNA,Hemocyanins,0.6692162752151489
"Increase, hemocyanin mRNA",hemocyanin mRNA,Methemoglobin,0.603887677192688
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163897514343262
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922842621803284
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, pulmonate breathing",pulmonate breathing,Pulmonaria,0.7651110887527466
"Increase, pulmonate breathing",pulmonate breathing,Pulmonary Ventilation,0.7608258724212646
"Increase, pulmonate breathing",pulmonate breathing,Respiratory Sounds,0.7091578841209412
"Increased, Inhibitory postsynaptic potential",Increased,Up-Regulation,0.6044554114341736
"Increased, Inhibitory postsynaptic potential",Increased,Cell Enlargement,0.5663297176361084
"Increased, Inhibitory postsynaptic potential",Increased,Acceleration,0.5250891447067261
"Increased, glycolipid levels",glycolipid,Glycolipids,0.9435095191001892
"Increased, glycolipid levels",glycolipid,Glycosphingolipids,0.8277245759963989
"Increased, glycolipid levels",glycolipid,Lipoglycopeptides,0.770240068435669
"Impaired,anterior-posterior axis development",Impaired,Cognitive Dysfunction,0.5768676996231079
"Impaired,anterior-posterior axis development",Impaired,Intellectual Disability,0.5462493896484375
"Impaired,anterior-posterior axis development",Impaired,Professional Impairment,0.534672200679779
"Impaired, blood testis barrier",blood testis barrier,Blood-Testis Barrier,0.9655686020851135
"Impaired, blood testis barrier",blood testis barrier,Testis,0.6360191106796265
"Impaired, blood testis barrier",blood testis barrier,Blood-Retinal Barrier,0.5892676115036011
"Increase, Ecdysone receptor hyperactivation",Increase,Up-Regulation,0.6163896918296814
"Increase, Ecdysone receptor hyperactivation",Increase,Cell Enlargement,0.5922843217849731
"Increase, Ecdysone receptor hyperactivation",Increase,Acceleration,0.5545346736907959
"Increase, Cardiac remodelling",Cardiac remodelling,Ventricular Remodeling,0.8196544647216797
"Increase, Cardiac remodelling",Cardiac remodelling,Atrial Remodeling,0.8045457005500793
"Increase, Cardiac remodelling",Cardiac remodelling,Vascular Remodeling,0.7284515500068665
Pulmonary epithelial injury,Pulmonary epithelial injury,Lung Injury,0.7332555651664734
Pulmonary epithelial injury,Pulmonary epithelial injury,Acute Lung Injury,0.7067191004753113
Pulmonary epithelial injury,Pulmonary epithelial injury,Pulmonary Edema,0.6824661493301392
Airway inflammation,Airway inflammation,Inflammation,0.71720290184021
Airway inflammation,Airway inflammation,Airway Resistance,0.7137462496757507
Airway inflammation,Airway inflammation,Airway Obstruction,0.7037450075149536
Increased incidence of respiratory disease,Increased incidence,Incidence,0.6676535606384277
Increased incidence of respiratory disease,Increased incidence,Up-Regulation,0.5799176692962646
Increased incidence of respiratory disease,Increased incidence,Cell Enlargement,0.5105482339859009
Increased incidence of respiratory disease,respiratory disease,Respiratory Tract Diseases,0.9205206036567688
Increased incidence of respiratory disease,respiratory disease,Respiratory Tract Infections,0.8210691809654236
Increased incidence of respiratory disease,respiratory disease,Respiratory System Abnormalities,0.768046498298645
Dysfunction of respiratory system,Dysfunction,"Sexual Dysfunction, Physiological",0.5760337114334106
Dysfunction of respiratory system,Dysfunction,Dystonin,0.5757945775985718
Dysfunction of respiratory system,Dysfunction,Reflex Sympathetic Dystrophy,0.5639339685440063
Dysfunction of respiratory system,respiratory system,Respiratory System,0.9999997615814209
Dysfunction of respiratory system,respiratory system,Respiratory Transport,0.7963195443153381
Dysfunction of respiratory system,respiratory system,Respiratory Mechanics,0.7961541414260864
Brain thyroid hormone (T4/T3) decreased,Brain thyroid hormone,Thyroid Hormones,0.8480766415596008
Brain thyroid hormone (T4/T3) decreased,Brain thyroid hormone,Thyrotropin,0.7929520010948181
Brain thyroid hormone (T4/T3) decreased,Brain thyroid hormone,"Receptors, Thyroid Hormone",0.7735201120376587
Brain thyroid hormone (T4/T3) decreased,T4/T3,Human T-lymphotropic virus 3,0.6056059002876282
Brain thyroid hormone (T4/T3) decreased,T4/T3,3T3 Cells,0.5657683610916138
Brain thyroid hormone (T4/T3) decreased,T4/T3,Trefoil Factor-3,0.5311814546585083
"Abnormal, Glucose homeostasis",Abnormal,"Reflex, Abnormal",0.6722874641418457
"Abnormal, Glucose homeostasis",Abnormal,"Abnormalities, Multiple",0.6422073841094971
"Abnormal, Glucose homeostasis",Abnormal,Abnormal Karyotype,0.5480307936668396
"Abnormal, neuroblast migration",neuroblast migration,Neurogenesis,0.8193157911300659
"Abnormal, neuroblast migration",neuroblast migration,Neuronal Outgrowth,0.7702335715293884
"Abnormal, neuroblast migration",neuroblast migration,Neurites,0.7054418325424194
Periventricular heterotopia formation,Periventricular heterotopia formation,Periventricular Nodular Heterotopia,0.8856290578842163
Periventricular heterotopia formation,Periventricular heterotopia formation,Classical Lissencephalies and Subcortical Band Heterotopias,0.620425820350647
Periventricular heterotopia formation,Periventricular heterotopia formation,Ventriculoperitoneal Shunt,0.5807080864906311
hERG channel blockade,hERG channel blockade,Hernandiaceae,0.4827878475189209
hERG channel blockade,hERG channel blockade,Herpangina,0.4761742055416107
hERG channel blockade,hERG channel blockade,Herpestidae,0.4703483283519745
"Altered regulation, Alpha hemoglobin",Altered regulation,Gene Expression Regulation,0.6517192125320435
"Altered regulation, Alpha hemoglobin",Altered regulation,Down-Regulation,0.6148755550384521
"Altered regulation, Alpha hemoglobin",Altered regulation,"Gene Expression Regulation, Neoplastic",0.60279381275177
"Altered regulation, Alpha hemoglobin",Alpha hemoglobin,alpha-Globins,0.8427960872650146
"Altered regulation, Alpha hemoglobin",Alpha hemoglobin,Hemoglobin A,0.8336434364318848
"Altered regulation, Alpha hemoglobin",Alpha hemoglobin,Hemoglobin H,0.7471095323562622
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Reactive Inhibition,0.7180466651916504
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Neural Inhibition,0.6898154020309448
"Inhibition, Cyclooxygenase 1 activity",Inhibition,Proactive Inhibition,0.6867852210998535
Inhibition of rapid delayed rectifying potassium current ,rapid delayed,Delayed Diagnosis,0.5907032489776611
Inhibition of rapid delayed rectifying potassium current ,rapid delayed,Treatment Delay,0.560462236404419
Inhibition of rapid delayed rectifying potassium current ,rapid delayed,Delayed-Action Preparations,0.5288538336753845
Inhibition of rapid delayed rectifying potassium current ,potassium current,Potassium Channels,0.89561927318573
Inhibition of rapid delayed rectifying potassium current ,potassium current,"Potassium Channels, Voltage-Gated",0.7968538999557495
Inhibition of rapid delayed rectifying potassium current ,potassium current,Kv1.2 Potassium Channel,0.7891510128974915
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.49383389949798584
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.46946007013320923
"Decreased, thyroid hormone binding to thyroid hormone receptor",hormone,Hormones,0.8524613380432129
"Decreased, thyroid hormone binding to thyroid hormone receptor",hormone,Growth Hormone,0.6945738792419434
"Decreased, thyroid hormone binding to thyroid hormone receptor",hormone,Hormone Replacement Therapy,0.6755610704421997
"Increase, hypermethylation of the promotor region of gonadotropin releasing hormone receptor",hormone receptor,"Receptors, Pituitary Hormone-Regulating Hormone",0.7481871843338013
"Increase, hypermethylation of the promotor region of gonadotropin releasing hormone receptor",hormone receptor,"Receptors, Pituitary Hormone",0.7354235649108887
"Increase, hypermethylation of the promotor region of gonadotropin releasing hormone receptor",hormone receptor,Hormones,0.7126660943031311
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
"Decreased, Ovarian E2",Decreased,Deceleration,0.49383389949798584
"Decreased, Ovarian E2",Decreased,Down Syndrome,0.46946007013320923
"Decreased, myelin basic protein expression in oligodendrocytes",basic protein expression,"Amino Acids, Basic",0.6292996406555176
"Decreased, myelin basic protein expression in oligodendrocytes",basic protein expression,Myelin Basic Protein,0.6242693662643433
"Decreased, myelin basic protein expression in oligodendrocytes",basic protein expression,Base Composition,0.5885334014892578
"Impaired,anterior-posterior axis development",Impaired,Cognitive Dysfunction,0.5768676996231079
"Impaired,anterior-posterior axis development",Impaired,Intellectual Disability,0.5462493896484375
"Impaired,anterior-posterior axis development",Impaired,Professional Impairment,0.534672200679779
"Impaired, oligodendrocyte maturation",oligodendrocyte maturation,Oligodendrocyte Precursor Cells,0.9077804684638977
"Impaired, oligodendrocyte maturation",oligodendrocyte maturation,Oligodendroglia,0.8305215835571289
"Impaired, oligodendrocyte maturation",oligodendrocyte maturation,Oligodendrocyte-Myelin Glycoprotein,0.7305395603179932
Hypomyelination,Hypomyelination,"Myelinolysis, Central Pontine",0.6379759311676025
Hypomyelination,Hypomyelination,Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease,0.6106857061386108
Hypomyelination,Hypomyelination,Myelin Sheath,0.5864139795303345
"Altered, Protein Production",Altered,Motion,0.5078632235527039
"Altered, Protein Production",Altered,Phenotype,0.4902048110961914
"Altered, Protein Production",Altered,Disease,0.4882095456123352
"Altered, white brain matter",white brain matter,White Matter,0.9483586549758911
"Altered, white brain matter",white brain matter,White Muscle Disease,0.6933472156524658
"Altered, white brain matter",white brain matter,White,0.6698843240737915
"Binding of substrate, endocytic receptor",Binding,Binding Sites,0.7996649742126465
"Binding of substrate, endocytic receptor",Binding,Protein Binding,0.7285411357879639
"Binding of substrate, endocytic receptor",Binding,"Binding, Competitive",0.7220158576965332
"Binding, extracellular matrix protein laminin",extracellular matrix protein laminin,Laminin,0.8623899221420288
"Binding, extracellular matrix protein laminin",extracellular matrix protein laminin,"Receptors, Laminin",0.8015745282173157
"Binding, extracellular matrix protein laminin",extracellular matrix protein laminin,Extracellular Matrix Proteins,0.7357714176177979
"Disrupted binding, laminin-beta1-integrin receptors with laminin",Disrupted binding,Double Bind Interaction,0.5498190522193909
"Disrupted binding, laminin-beta1-integrin receptors with laminin",Disrupted binding,Protein Binding,0.5442535877227783
"Disrupted binding, laminin-beta1-integrin receptors with laminin",Disrupted binding,Binding Sites,0.5372193455696106
"Disrupted binding, laminin-beta1-integrin receptors with laminin",laminin-beta1-integrin,Integrin beta1,0.8365522623062134
"Disrupted binding, laminin-beta1-integrin receptors with laminin",laminin-beta1-integrin,Laminin,0.7957650423049927
"Disrupted binding, laminin-beta1-integrin receptors with laminin",laminin-beta1-integrin,Integrin alpha1beta1,0.7916759252548218
"Disrupted binding, laminin-beta1-integrin receptors with laminin",laminin,Laminin,0.9999999403953552
"Disrupted binding, laminin-beta1-integrin receptors with laminin",laminin,"Receptors, Laminin",0.8765540719032288
"Disrupted binding, laminin-beta1-integrin receptors with laminin",laminin,Lamins,0.5938693881034851
"Decreased, Ovarian E2",Decreased,Down-Regulation,0.5955098867416382
